"uuid","created_at","last_updated","title","description","translation_status","native_name","native_about","address","geolocation","main_photo_url","inventory_supplier","external_id","food_chain","website","rating","number_of_reviews","categories_list","external_city_name","city_id","native_language"
"8996e8de-5b06-464d-ad11-fd64068de76c",2022-03-28 13:15:50.548 +0300,2022-03-28 09:28:56.668 +0300,"An Nam - Sushi, Vietnamese & Thai Cuisine",,,,,"Gotzkowskystraße 10, 10555 Berlin, Germany",POINT (13.3298961 52.5254249),https://lh5.googleusercontent.com/p/AF1QipNktHoWMQgoPemCDwWuX0eJ1jCt68kYMQiOrjK0=w732-h552-k-no,Google Places,ChIJkfpuFhJRqEcRF5zoEE44Xtg,,https://www.annam-sushi.de/,4.0,531,"'{""Restaurant""}'",Berlin,219,
"1b9b6220-c2c0-49b1-8dbc-f3a51bca63aa",2022-03-28 13:15:50.548 +0300,2022-03-28 09:28:56.668 +0300,Mai Phai,"Simple Thai dishes & old-world decor. Colorful space with Thai art & gilded statues, serving classic spicy soups, curries & noodle dishes.",,,,"Feuerbachstraße 16, 12163 Berlin, Germany",POINT (13.328954 52.4631502),https://lh5.googleusercontent.com/p/AF1QipOGXubDvhoikTI1EeSkwXCFj16rHsP0CY_55oP_=w732-h552-k-no,Google Places,ChIJfbrN84JaqEcR9Cy_BH_Kr_0,,http://www.maiphai.de/,4.4,645,"'{""Restaurant""}'",Berlin,219,
"9df8c216-10bb-4364-9986-380c3cee58f5",2022-03-28 13:15:50.548 +0300,2022-03-28 09:28:56.668 +0300,Linh Linh,,,,,"Stresemannstraße 105, 10963 Berlin, Germany",POINT (13.379990099999999 52.5060101),https://lh5.googleusercontent.com/p/AF1QipPaRV7JvhrODSNatCfUsIxQZ4Nku4tKpDvjc3DE=w978-h552-k-no,Google Places,ChIJg_ncTMxRqEcRx8f-vvws-i0,,http://linhlinhspezialitaet.de/,4.0,271,"'{""Restaurant""}'",Berlin,219,
"0fe8f196-751d-4dee-889c-56030d006f3a",2022-03-28 13:15:51.025 +0300,2022-03-28 09:28:56.668 +0300,Transit,"Home-style Thai & Indonesian cuisine. Minimalist joint, serving Thai & Indonesian dishes, with white walls & dark wood bench seating.",,,,"Rosenthaler Str. 68, 10119 Berlin, Germany",POINT (13.402291 52.5286559),https://lh5.googleusercontent.com/p/AF1QipMR-0PIG7xf3TF2HUr4BKIjWXJFnb440c656zB7=w732-h552-k-no,Google Places,ChIJAXXAc-RRqEcR0FRvsK29GBo,,http://www.transit-restaurants.com/,4.2,1532,"'{""Restaurant""}'",Berlin,219,
afdccbcd-331c-4e47-9868-052812ad2c26,2022-04-04 01:56:48.687 +0300,2022-04-04 01:22:40.648 +0300,Sushi Goku,"",,,,"Gabriele-Tergit-Promenade 21, 10963 Berlin, Germany",POINT (13.374502 52.5042015),https://lh5.googleusercontent.com/p/AF1QipOkxamy_zIFPGYoJjbXvL__z9MmSnw3DO0bf3b8=w1026-h552-k-no,Google Places,ChIJR2pWVvFRqEcRqLGnLPjT4-o,,http://sushi-goku.de/,4.9,169,"'{""restaurant""}'",Berlin,219,
"120a4b1f-016c-40dc-90ad-7b5e7e3559cb",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Thai Son Imbiss Berlin,,,,,"Torfstraße 24, 13353 Berlin, Germany",POINT (13.3508581 52.5406607),https://lh5.googleusercontent.com/p/AF1QipMNjPsl9wVj1376m5nBbrUN0kCbP22-tY-KLmGQ=w978-h552-k-no,Google Places,ChIJkWLeZHxRqEcRIvqUrXBKL6A,,https://thaison-imbiss.de/8136?utm_source=google&utm_medium=mybusiness&utm_campaign=gb,3.6,156,"'{""Restaurant""}'",Berlin,219,
e796af28-3488-4e7a-b4dd-90e135d0d6c8,2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Mahanakhon Thai Cuisine,,,,,"Reichsstraße 3, 14052 Berlin, Germany",POINT (13.2706182 52.510782299999995),https://lh5.googleusercontent.com/p/AF1QipPjjGbbpLU74feInMHu-1vdnZilRMwat17wSsxY=w732-h552-k-no,Google Places,ChIJMeLkGdpXqEcR2jDpGlmh394,,https://www.mahanakhon.info/,4.4,122,"'{""Restaurant""}'",Berlin,219,
"2a606fae-ae41-4fe7-9427-a30194425e37",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,MAMMAM Garküche Street Food aus Vietnam und Thailand,,,,,"Krossener Str. 14, 10245 Berlin, Germany",POINT (13.4572687 52.5108251),https://lh5.googleusercontent.com/p/AF1QipPg5Jbv7VMo9fbcpj-wYDHogEbkM7rt2UR8A9-Z=w828-h552-k-no,Google Places,ChIJWzjSMllOqEcR-ZhgBLjItQk,,http://www.mammam-berlin.de/,4.5,475,"'{""Restaurant""}'",Berlin,219,
"49d3c745-a5b6-4632-980a-583d7565c7ad",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,miX.it,,,,,"Alt-Lietzow 7, Arcostraße 1, 10587 Berlin, Germany",POINT (13.307972 52.518412399999995),https://lh5.googleusercontent.com/p/AF1QipPeG0cY45XS8pHCFJpZh7BRZJZ3au9i0Zg-3Xwr=w480-h636-k-no,Google Places,ChIJRW49pCNRqEcRlPdufaDszV4,,https://www.mixit-italianthaifood.de/,4.6,402,"'{""Restaurant""}'",Berlin,219,
"9fa6d1e4-289f-4639-9ef9-278c2077c40d",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Red Dragon,"Asian fare in a low-key restaurant. Unassuming venture offering Chinese, Thai & Vietnamese classics, with a vegan menu.",,,,"Danziger Str. 29, 10435 Berlin, Germany",POINT (13.417644399999999 52.5404761),https://lh5.googleusercontent.com/p/AF1QipPv6G5lmCVeSEWaTeOpU7UW6MV4R7SuaG63pW-n=w828-h552-k-no,Google Places,ChIJi03_EABOqEcRNt4T6iTkOuE,,http://lieferservice-reddragon.de/,4.1,142,"'{""Restaurant""}'",Berlin,219,
"064d3755-1309-459b-87e8-90f9ffba20cf",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Thai Viet-Snack,,,,,"Dominicusstraße 42, 10827 Berlin, Germany",POINT (13.3502394 52.480793),https://lh5.googleusercontent.com/p/AF1QipOxfGD8yGWn1Stb81Y-DaoVqO1yQzhugnn4v-iZ=w732-h552-k-no,Google Places,ChIJAfRAuGtQqEcRr3ppgmcxrgw,,https://thaiviet-snack.de/,4.4,79,"'{""Restaurant""}'",Berlin,219,
a615f84a-b581-452b-8e5a-893ce1640eb7,2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Asia Gondel,,,,,"Brückenstraße 1B, 10179 Berlin, Germany",POINT (13.417010099999999 52.5115437),https://lh5.googleusercontent.com/p/AF1QipOEOS7WXckIgPbQMsWMixDi_fb5e6swzJxyNS-Y=w978-h552-k-no,Google Places,ChIJdVpNKCVOqEcRLR3IS765GZk,,,3.9,311,"'{""Restaurant""}'",Berlin,219,
"19cd7ca4-a43a-444f-8f29-6418ddb96adf",2022-03-28 13:15:51.418 +0300,2022-03-28 09:28:56.668 +0300,Tonsai,,,,,"Kaiserin-Augusta-Straße 73, 12103 Berlin, Germany",POINT (13.3819884 52.4594338),https://lh5.googleusercontent.com/p/AF1QipMH5fwauhT4jWZ28ALG6cCH3C62xl-hSRsmxWsF=w732-h552-k-no,Google Places,ChIJRcgAZ_9PqEcRY423WAl9tN0,,http://www.tonsai-thairestaurant.de/,4.5,475,"'{""Restaurant""}'",Berlin,219,
"9d145051-db78-41f7-aaa0-40e3bb04a31e",2022-03-28 13:15:51.419 +0300,2022-03-28 09:28:56.668 +0300,Thung Thai Restaurant,,,,,"Düppelstraße 41, 12163 Berlin, Germany",POINT (13.3223562 52.457065899999996),https://lh5.googleusercontent.com/p/AF1QipPRjo1EP-APRq9KgeukC1s0LAKz4Mr7u5LBbHaI=w828-h552-k-no,Google Places,ChIJZdTw3rNbqEcR_L_9HLtDlkQ,,http://www.thungthai.de/,4.5,206,"'{""Restaurant""}'",Berlin,219,
fa057cce-0b26-4d61-8465-4e02699d46cd,2022-03-28 13:15:51.419 +0300,2022-03-28 09:28:56.668 +0300,Papaya Kantstraße,,,,,"Kantstraße 122, 10625 Berlin, Germany",POINT (13.3104784 52.5062766),https://lh5.googleusercontent.com/p/AF1QipPi1S-qTmIXjNZuj3-gvtVn5Xu1rkJmf6dNDARy=w480-h852-k-no,Google Places,ChIJ87nI3-BQqEcRidBeWPIEENY,,http://www.papaya-service.de/,4.4,896,"'{""Restaurant""}'",Berlin,219,
c6462d1e-aeea-41f1-a3c5-82f92e454cc7,2022-03-28 13:15:51.800 +0300,2022-03-28 09:28:56.668 +0300,Thien Thai Bistro,,,,,"Siemensdamm 48, 13629 Berlin, Germany",POINT (13.272354199999999 52.5362916),https://lh5.googleusercontent.com/p/AF1QipOhmpLzEuM-8dvx_bsl3vbAEG2-a-m7HpfSqdQ6=w480-h636-k-no,Google Places,ChIJncNeiMdWqEcRGJNBxr3B2Og,,https://kubiti.com/foodtrends/thien-thai-bistro,4.2,107,"'{""Restaurant""}'",Berlin,219,
"88e95f4c-a303-42a9-9525-7e17a97652eb",2022-03-28 13:15:51.800 +0300,2022-03-28 09:28:56.668 +0300,Thai Viet,,,,,"Martin-Luther-Str. 97, 10825 Berlin, Germany",POINT (13.345389899999999 52.485667899999996),https://lh5.googleusercontent.com/p/AF1QipOYUOSU0MhZ7Q4dn9G4s1KP4vu7u8S5g_ic7jiK=w480-h636-k-no,Google Places,ChIJ6XG6lkJQqEcRp17aoEc_xBU,,http://www.thaiviet.de/,3.5,185,"'{""Restaurant""}'",Berlin,219,
dac92bda-b04a-4305-8115-6f9d0f1ab9c6,2022-03-28 13:15:51.801 +0300,2022-03-28 09:28:56.668 +0300,Asia Land,"Sushi & noodles in a simple setting. Relaxed venue with a large menu offering Asian soups, noodle dishes & sushi rolls.",,,,"Augsburger Str. 29, 10789 Berlin, Germany",POINT (13.334779099999999 52.501515999999995),https://lh5.googleusercontent.com/p/AF1QipPxJ15c-6UwREsPs9SB9taN2rbmXgfRMeQlQjeJ=w978-h552-k-no,Google Places,ChIJ5eOipPhQqEcRQnjAL4h02Uc,,http://www.asia-kudamm.de/,4.5,641,"'{""Restaurant""}'",Berlin,219,
"5e10ce7f-f9c3-4141-8284-ace9f9517fd1",2022-03-28 13:15:51.801 +0300,2022-03-28 09:28:56.668 +0300,Van Long,,,,,"Leipziger Pl. 12, 10117 Berlin, Germany",POINT (13.3799922 52.510287299999995),https://lh5.googleusercontent.com/p/AF1QipPDku0nYIpavDfPUFiDWjbLhzc6pnvPOwKnda0C=w732-h552-k-no,Google Places,ChIJ5VZ-3s5RqEcRRn_ygYji8z8,,http://www.van-long.de/,3.4,39,"'{""Restaurant""}'",Berlin,219,
"6394eb70-78b0-4611-b87a-73129bca535c",2022-03-28 13:15:51.801 +0300,2022-03-28 09:28:56.668 +0300,Hotalo,,,,,"Leipziger Pl. 12, 10117 Berlin, Germany",POINT (13.380720499999999 52.5107165),https://lh5.googleusercontent.com/p/AF1QipPsABZKtzo6aCQ-B7i6H2ZAseaIsUuW8GfpeNO3=w480-h852-k-no,Google Places,ChIJWf_4Hs9RqEcRJJ5eKkOOuCs,,https://www.mallofberlin.de/stores/hotalo,4.1,122,"'{""Restaurant""}'",Berlin,219,
bc714f4f-fd68-46b8-a2ca-7065ef358393,2022-03-28 13:15:52.165 +0300,2022-03-28 09:28:56.668 +0300,Suksan,,,,,"Ansbacher Str. 4, 10787 Berlin, Germany",POINT (13.3424447 52.5043399),https://lh5.googleusercontent.com/p/AF1QipMOZLyhkwpj0yD7g_aLRNOABxV8z7C7O1nEU9XT=w978-h552-k-no,Google Places,ChIJ4z2z9FRQqEcRb6XRKa2v4_w,,http://suksan.de/,4.2,841,"'{""Restaurant""}'",Berlin,219,
"6c11592e-e5d9-4119-97ff-bc2376647d71",2022-03-28 13:15:52.165 +0300,2022-03-28 09:28:56.668 +0300,CHAN Thai Brasserie - Restaurant,,,,,"Paul-Lincke-Ufer 42, 10999 Berlin, Germany",POINT (13.421306399999999 52.4962835),https://lh5.googleusercontent.com/p/AF1QipOrQs3aLvET7FFO-BqJSG9MW1cCCKQarP9kM8Gs=w828-h552-k-no,Google Places,ChIJ8zrp7MpPqEcRDenVxXNoe8Y,,https://www.chan-berlin.com/,3.9,466,"'{""Restaurant""}'",Berlin,219,
c6ea977a-366a-49b0-b45c-261adc735946,2022-03-28 13:15:52.165 +0300,2022-03-28 09:28:56.668 +0300,Sra Bua,,,,,"Behrenstraße 72, 10117 Berlin, Germany",POINT (13.3797406 52.5151828),https://lh5.googleusercontent.com/p/AF1QipM2VGzWE54kv-7RFMpWmOqF1i1gHvNOz2epZtNf=w828-h552-k-no,Google Places,ChIJZW4uccZRqEcRvdNhRSE0ywo,,http://www.srabua-berlin.de/,4.3,181,"'{""Restaurant""}'",Berlin,219,
fad0f686-8909-48f0-9973-0d1f7e1336f1,2022-03-28 13:15:52.568 +0300,2022-03-28 09:28:56.668 +0300,"Restaurant: ""Bamboo Bay""",,,,,"Torgauer Str. 12, 10829 Berlin, Germany",POINT (13.357465999999999 52.4828),https://lh5.googleusercontent.com/p/AF1QipOi59nonF-WnkeczKlLbc-Ez3VzhtipkQAZSMrE=w828-h552-k-no,Google Places,ChIJEYA6UhVQqEcRh7FFRchXZLE,,http://www.bamboobay.berlin/,4.2,17,"'{""Restaurant""}'",Berlin,219,
"072c686a-9391-4f10-aa6b-f8bc832e592f",2022-03-28 13:15:52.568 +0300,2022-03-28 09:28:56.668 +0300,Caphe HOA,"Stir fry & power bowls in a basic eatery. Unassuming restaurant offering classic stir fry & power bowls, plus homemade desserts.",,,,"Stallschreiberstraße 15, 10179 Berlin, Germany",POINT (13.4079898 52.5064871),https://lh5.googleusercontent.com/p/AF1QipOtOQd_GcRmRA95s05Yd07nG7_gXnBf0-bgphm9=w732-h552-k-no,Google Places,ChIJMxnxnXhPqEcR3iGDqTtshPg,,http://caphe-hoa.com/,4.9,226,"'{""Restaurant""}'",Berlin,219,
"9a5bac88-9aa0-46e9-a59b-85f2912a112d",2022-03-28 13:15:52.569 +0300,2022-03-28 09:28:56.668 +0300,Quà Phê,"Rustic stop for traditional cuisine. Classic dumplings, rice dishes & noodle soups at a cozy space with Asian motifs & street tables.",,,,"Schendelgasse 9 former, Max-Beer-Str. 37, 10119 Berlin, Germany",POINT (13.4085703 52.526838899999994),https://lh5.googleusercontent.com/p/AF1QipNoWbzA-TggNfSe9wvmqodx38vAE7hIpauTXYU=w732-h552-k-no,Google Places,ChIJR4q9-eFRqEcRGDbRkN28LxQ,,https://menu.happz.de/l/qua-phe,4.4,907,"'{""Restaurant""}'",Berlin,219,
"544a3727-5ad9-461d-b8b8-b121f9619d2b",2022-03-28 13:15:51.025 +0300,2022-04-04 01:22:40.648 +0300,Mai Thai,"",,,,"Stargarder Str. 11, 10437 Berlin, Germany",POINT (13.4167965 52.5468165),https://lh5.googleusercontent.com/p/AF1QipMreKkMoaHSkNcsjGtmfrv_XxFlDUBvdjFs0as_=w732-h552-k-no,Google Places,ChIJOWst0ABSqEcRTOEt07jV_CE,,,4.5,171,"'{""restaurant""}'",Berlin,219,
"2b60b064-b121-410e-b1c9-ece1d26d7322",2022-03-28 13:15:52.569 +0300,2022-03-28 09:28:56.668 +0300,Reisschale,,,,,"Hasenheide 9, 10967 Berlin, Germany",POINT (13.4223597 52.4872021),https://lh5.googleusercontent.com/p/AF1QipOTwADBCWm0JeqapIZFdfBXy2FAJOK4i2fLDKOG=w480-h636-k-no,Google Places,ChIJtQjz5rdPqEcRs1AVrJTKY0E,,,4.0,267,"'{""Restaurant""}'",Berlin,219,
"5f438751-8865-49a2-8621-7fac6ae9f241",2022-03-28 13:15:51.025 +0300,2022-04-04 01:22:40.648 +0300,Thai Son,"",,,,"Danziger Str. 153, 10407 Berlin, Germany",POINT (13.437933899999999 52.5342267),https://lh5.googleusercontent.com/p/AF1QipN41dDbXo5NTB_VEWGQKRoqJlih2Bm0A_8z18OQ=w480-h960-k-no,Google Places,ChIJw4Jf8QtOqEcRBAOJmCyzHbY,,http://www.thai-son.de/,4.2,170,"'{""restaurant""}'",Berlin,219,
"338720c4-2ab1-4830-b48b-b9e266721b0f",2022-03-28 13:15:52.569 +0300,2022-03-28 09:28:56.668 +0300,Lanna Thai Restaurant,,,,,"Feldstraße 65, 24105 Kiel, Germany",POINT (10.139719399999999 54.337866399999996),https://lh5.googleusercontent.com/p/AF1QipO1TOxkWGasKplyBQXrUABUucIa6szxrycqzDfe=w732-h552-k-no,Google Places,ChIJ150JtRZXskcRuOjYUyaiTJM,,http://www.lanna-thai-kiel.de/,4.6,190,"'{""Restaurant""}'",Berlin,2402,
"3deb0b23-91a9-4036-9166-a3301d6411d0",2022-03-28 13:15:52.569 +0300,2022-03-28 09:28:56.668 +0300,Basil Thai Restaurant & Bar,Stylish neighborhood Thai eatery. Lively neighborhood spot with a stylish interior serving Thai food & Asian-inspired cocktails.,,,,"1175 Folsom St, San Francisco, CA 94103",POINT (-122.40927219999999 37.775427799999996),https://lh5.googleusercontent.com/p/AF1QipNkx9dzcX0gMWdyf5MgunqY_AL3xAStjVsEXm2O=w978-h552-k-no,Google Places,ChIJlfC_eYKAhYARhcWC559q0jc,,http://www.basilthai.com/,4.3,641,"'{""Restaurant""}'",Berlin,223,
"196f5c95-6927-4591-a60b-ea0acec4ac3f",2022-03-28 13:15:51.026 +0300,2022-04-04 01:22:40.648 +0300,Prince,"Hip restaurant for modern Asian cuisine. Creative Southeast Asian dishes & cocktails served in an intimate, softly lit space with a terrace.",,,,"Rosa-Luxemburg-Straße 9-11, 10178 Berlin, Germany",POINT (13.4097101 52.524403799999995),https://lh5.googleusercontent.com/p/AF1QipMdYn9sZmBYYrHnyDHzb6tlgXALRmt-VAd4sUd4=w732-h552-k-no,Google Places,ChIJXfULMB5OqEcRUImSSuvv6iw,,http://prince-restaurant.com/,4.3,844,"'{""restaurant""}'",Berlin,219,
fa153622-17a6-45a0-9f9f-039c14374d67,2022-04-04 01:57:25.495 +0300,2022-04-04 01:22:40.648 +0300,Thai-Art,"",,,,"Kantstraße 57, 10627 Berlin, Germany",POINT (13.305819699999999 52.506965699999995),https://lh5.googleusercontent.com/p/AF1QipOC8sE7y6uXAasLI6EObDNlmzcVbp0264HIcL3T=w732-h552-k-no,Google Places,ChIJu6kVulRRqEcRlQRUFJA80-E,,https://thaiart-berlin.de/,4.7,206,"'{""restaurant""}'",Berlin,219,
"5eedacd1-1cff-4eba-ac5b-5a440cddaf11",2022-03-28 13:15:54.151 +0300,2022-03-28 09:28:56.668 +0300,Asiagourmet,,,,,"S-Bahnhof Berlin-Friedrichstraße, Friedrichstraße, 10117 Berlin, Germany",POINT (13.3869849 52.5204945),https://lh5.googleusercontent.com/p/AF1QipOddAQbBoKMGu2n7DqpKuzwbTHMq8w7gxhbCfzr=w1164-h552-k-no,Google Places,ChIJf-P7lulRqEcRQ1FEzPM7s7k,,http://www.asiagourmet.de/,3.4,291,"'{""Restaurant""}'",Berlin,219,
dc3bbb88-ce7d-4642-b7f5-7da04f7b5503,2022-03-28 13:15:54.151 +0300,2022-03-28 09:28:56.668 +0300,Saigon Green,"Sleek stop for Vietnamese food & snacks. A cool setup for South Vietnamese soups & noodle dishes, plus tapas skewers & crispy duck pancakes.",,,,"Kantstraße 23, 10623 Berlin, Germany",POINT (13.320832099999999 52.5061122),https://lh5.googleusercontent.com/p/AF1QipN4yPqrmSA8R3jVqTpa33Fn5eS0dwj3P4OYKLbG=w978-h552-k-no,Google Places,ChIJRUtYJONQqEcRr72WdCULLrQ,,http://saigon-berlin.de/,4.4,1066,"'{""Restaurant""}'",Berlin,219,
"72613e34-1f8a-4828-a209-41895052f454",2022-03-28 13:15:54.152 +0300,2022-04-04 01:22:40.648 +0300,Transit Franchise GmbH,"",,,,"Michaelkirchstraße 12, 10179 Berlin, Germany",POINT (13.4217014 52.5100407),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r36DqyjUaiKFticnLMgO30lQ&cb_client,Google Places,ChIJ6VcsXTpOqEcRo-4qlaJs2Zo,,http://transit-franchise.de/,,0,"'{""restaurant""}'",Berlin,219,
f4f03cbd-381e-45e1-a948-cd8ad4d866d6,2022-03-28 13:15:54.152 +0300,2022-03-28 09:28:56.668 +0300,Asia Snack,,,,,"Mehringpl. 21, 10969 Berlin, Germany",POINT (13.3922267 52.4984009),https://lh5.googleusercontent.com/p/AF1QipPW9HO4FTA0hLyH4gorkw5goYNLWs3JeJGIvZFE=w978-h552-k-no,Google Places,ChIJm_8mwURRqEcR_4t8ujbEI04,,https://www.asiasnack-halleschestor.de/,4.0,69,"'{""Restaurant""}'",Berlin,219,
c60895a6-bc2a-4063-9b00-80092c19b384,2022-03-28 13:15:54.152 +0300,2022-03-28 09:28:56.668 +0300,Phojito,"Rustic nook for Vietnamese classics. Pho, rice bowls, Vietnamese tapas & cocktails prepped in a little, brick-walled eatery.",,,,"Goltzstraße 34, 10781 Berlin, Germany",POINT (13.353626799999999 52.4940922),https://lh5.googleusercontent.com/p/AF1QipNQlqlYjB-ArJEl6ieDIR6_gdsU8yoSMQC8s4EB=w528-h552-k-no,Google Places,ChIJqbVT8EVQqEcRkgJmyGoIDh8,,http://www.phojito.de/,4.6,472,"'{""Restaurant""}'",Berlin,219,
"14971931-103f-4906-b19f-41a46f646ba9",2022-03-28 13:15:54.152 +0300,2022-03-28 09:28:56.668 +0300,Buddha Haus,,,,,"Akazienstraße 27, 10823 Berlin, Germany",POINT (13.3549366 52.4868514),https://lh5.googleusercontent.com/p/AF1QipP6t6k4p_uU5HoQkdnwcxFf9cyDk-ue_8rtjTfW=w822-h552-k-no,Google Places,ChIJX1L0AkFQqEcRlNIO5T3M6hM,,http://www.buddhahaus.com/,4.1,434,"'{""Restaurant""}'",Berlin,219,
"94920464-db29-48c2-831a-6f406708bdd7",2022-03-28 13:15:54.561 +0300,2022-03-28 09:28:56.668 +0300,Cô Cô bánh mì deli,"Posh deli for bánh mì filled baguettes. Bún chả meatballs, pho noodles & sandwiches at a hip Vietnamese takeout & cafe with counter seating.",,,,"Rosenthaler Str. 2, 10119 Berlin, Germany",POINT (13.401487999999999 52.5291618),https://lh5.googleusercontent.com/p/AF1QipMU8JUC952EkHi-kdB2xL3t0R2Y9iIv2HSBdQB8=w732-h552-k-no,Google Places,ChIJd66EaORRqEcRUtogh6PSMPU,,https://www.cocobanhmideli.de/,4.3,708,"'{""Restaurant""}'",Berlin,219,
c9b78d90-e271-4c2a-aee8-ecdadc59eb46,2022-03-28 13:15:54.561 +0300,2022-03-28 09:28:56.668 +0300,Minh San,,,,,"Reinhardtstraße 44, 10117 Berlin, Germany",POINT (13.3789898 52.522579799999995),https://lh5.googleusercontent.com/p/AF1QipNUPA3pnq5A8aJAX63g74OrxOoZFXWI9r6yl8uN=w552-h552-k-no,Google Places,ChIJ58QYQsBRqEcRcD3PZ7eJqZQ,,https://www.minhsan-berlin.de/,4.2,269,"'{""Restaurant""}'",Berlin,219,
"3e24a828-748e-4867-8d4f-044ae4132d77",2022-03-28 13:15:54.561 +0300,2022-03-28 09:28:56.668 +0300,Banh Xeo Saigon,"Fried noodle plates in a low-key spot. Laid-back restaurant offering soups, fried noodle dishes & desserts, plus vegan meals.",,,,"Greifswalder Str. 41, 10405 Berlin, Germany",POINT (13.431117599999999 52.5341196),https://lh5.googleusercontent.com/p/AF1QipPQeCqdDfMazDCp698xEwlyB4yZej9azVq9tcxZ=w732-h552-k-no,Google Places,ChIJSSzvMw9OqEcRpiGn7Tg11aU,,http://banhxeosaigon.de/,4.3,659,"'{""Restaurant""}'",Berlin,219,
b6b89a00-ddd8-4498-b6a6-5995572275a1,2022-03-28 13:15:54.561 +0300,2022-03-28 09:28:56.668 +0300,Goji,Dim sum & southern Chinese dishes. Classic southern Chinese dishes & dim sum dumplings & steamed buns in a venue with sidewalk tables.,,,,"Motzstraße 58, 10777 Berlin, Germany",POINT (13.339958399999999 52.4952641),https://lh5.googleusercontent.com/p/AF1QipOBysEaMV11wDN-8St5wwortt4v7K_knsZs1dy0=w732-h552-k-no,Google Places,ChIJt6ejHVpQqEcRmvlmNG_MeSc,,https://www.goji-berlin.de/,4.8,669,"'{""Restaurant""}'",Berlin,219,
"471ecbbc-3d0e-4012-8a65-8e9961750e8e",2022-03-28 13:15:50.548 +0300,2022-04-04 01:22:40.648 +0300,Pagode Thai Kitchen,"No-frills setting for curries & soups. Classic Thai curries, soups & rice dishes, served in an unfussy dining room with a giant fish tank.",,,,"Bergmannstraße 88, 10961 Berlin, Germany",POINT (13.3935502 52.489343),https://lh5.googleusercontent.com/p/AF1QipPbnM0suEwHVki8GboZdOtr0G8SKAjppyHYi0y1=w930-h552-k-no,Google Places,ChIJSZUDPdhPqEcRgkY7H8j2lso,,https://pagode-thaifood.de/,4.4,463,"'{""restaurant""}'",Berlin,219,
bf7fbfc8-41b6-462c-b1fb-fd6a20f821ea,2022-03-28 13:15:50.548 +0300,2022-04-04 01:22:40.648 +0300,Samakki Talad Thai,"",,,,"Kaiser-Friedrich-Straße 41, 10627 Berlin, Germany",POINT (13.3016395 52.5089748),https://lh5.googleusercontent.com/p/AF1QipNUCXVq1wCAfL8v-M5FwBNZykIHhRz1NRxYWlve=w828-h552-k-no,Google Places,ChIJ346qKd9QqEcR8xxSZGQy6PY,,https://www.samakkitaladthai-berlin.de/,4.3,190,"'{""restaurant""}'",Berlin,219,
"28de39f5-8eda-41c4-be0a-0c282a93101e",2022-03-28 13:15:50.548 +0300,2022-04-04 01:22:40.648 +0300,Charme Thai Bistro Cafe,"",,,,"Lychener Str. 13, 10437 Berlin, Germany",POINT (13.4151122 52.5418483),https://lh5.googleusercontent.com/p/AF1QipOYmoOmJXqUEsBSgmmVkxkYo0h5HeNvTu5s60jF=w978-h552-k-no,Google Places,ChIJ8TfgPVVRqEcRlJQjMxPxWWg,,http://www.charme-thaibistro.de/,4.6,116,"'{""cafe""}'",Berlin,219,
ad9908ee-f66f-4fd2-b9e3-2692ed51cb96,2022-04-04 01:57:06.870 +0300,2022-04-04 01:22:40.648 +0300,Ristorante Piazza Rossa,"Italian dining near the Rotes Rathaus. Pasta, pizza & homemade gelato in a big space with checked tablecloths & views of the Rotes Rathaus.",,,,"Rathausstraße 13, 10178 Berlin, Germany",POINT (13.4092823 52.519015599999996),https://lh5.googleusercontent.com/p/AF1QipMx3uiuXiDIE5ClDvhE49iPParjxHcsPlrb93b6=w732-h552-k-no,Google Places,ChIJRfWwuCFOqEcR4AGuSbY3Jg8,,http://www.piazza-rossa.com/,4.1,1940,"'{""restaurant""}'",Berlin,219,
a201bf91-e213-4f99-92ba-e68d3b1e25d6,2022-03-28 13:15:50.548 +0300,2022-04-04 01:22:40.648 +0300,MAMMAM Street Food Mitte,"",,,,"Inselstr.8 / Wallstr. 39, 10179 Berlin, Germany",POINT (13.4116137 52.512617999999996),https://lh5.googleusercontent.com/p/AF1QipPz2CWYPYLFaYQjXneul33FsV7_KtJIRyz6MYbw=w732-h552-k-no,Google Places,ChIJPyO9MyROqEcRK4S0i6cXjdQ,,http://www.mammam-berlin.de/,4.3,384,"'{""restaurant""}'",Berlin,219,
